#id,enabled / disabled,"ship's ui name ($ - class, % - number, & - year)",country name,ship's type name,use this name till year,,,,,
@name,enabled,nameUi,country,shipType,tillYear,#suggested,#problems,#infoLink,#textBackup,#nameBackup
4491,,罗德岛,usa,bb,,,,,,
4492,,北卡罗来纳,usa,bb,,,,,,
4493,,北达科塔,usa,bb,,,,,,
4494,,田纳西,usa,bb,,,,,,
4495,,德克萨斯,usa,bb,,,,,,
4496,,犹他,usa,bb,,,,,,
4497,,佛蒙特,usa,bb,,,,,,
4498,,弗吉尼亚,usa,bb,,,,,,
4499,,华盛顿,usa,bb,,,,,,
4500,,西弗吉尼亚,usa,bb,,,,,,
4501,,威斯康星,usa,bb,,,,,,
4502,,怀俄明,usa,bb,,,,,,
4503,,长滩,usa,bb,,,,,,
4504,,班布里奇,usa,bb,,,,,,
4505,,贝尔克纳普,usa,bb,,,,,,
4506,,特鲁克斯顿,usa,bb,,,,,,
4507,,列克星敦,usa,bc,,,,,,
4508,,星座,usa,bc,,,,,,
4509,,萨拉托加,usa,bc,,,,,,
4510,,游骑兵,usa,bc,,,,,,
4511,,宪法,usa,bc,,,,,,
4512,,合众国,usa,bc,,,,,,
4513,,阿拉斯加,usa,bc,,,,,,
4514,,关岛,usa,bc,,,,,,
4515,,夏威夷,usa,bc,,,,,,
4516,,菲律宾,usa,bc,,,,,,
4517,,波多黎各,usa,bc,,,,,,
4518,,萨摩亚,usa,bc,,,,,,
4519,,美利坚,usa,bc,,,,,,
4520,,波士顿,usa,bc,,,,,,
4521,,费城,usa,bc,,,,,,
4522,,哥伦布,usa,bc,,,,,,
4523,,富兰克林,usa,bc,,,,,,
4524,,独立,usa,bc,,,,,,
4525,,奇佩瓦,usa,bc,,,,,,
4526,,埃塞克斯,usa,bc,,,,,,
4527,,约克城,usa,bc,,,,,,
4528,,无畏,usa,bc,,,,,,
4529,,莫比尔湾,usa,bc,,,,,,
4530,,大黄蜂,usa,bc,,,,,,
4531,,提康德罗加,usa,bc,,,,,,
4532,,伦道夫,usa,bc,,,,,,
4533,,邦克山,usa,bc,,,,,,
4534,,胡蜂,usa,bc,,,,,,
4535,,汉考克,usa,bc,,,,,,
4536,,本宁顿,usa,bc,,,,,,
4537,,拳击手,usa,bc,,,,,,
4538,,好人理查德,usa,bc,,,,,,
4539,,安提坦,usa,bc,,,,,,
4540,,香格里拉,usa,bc,,,,,,
4541,,张伯伦湖,usa,bc,,,,,,
4542,,塔拉瓦,usa,bc,,,,,,
4543,,福吉谷,usa,bc,,,,,,
4544,,奥里斯坎尼,usa,bc,,,,,,
4545,,圣哈辛托,usa,bc,,,,,,
4546,,葛底斯堡,usa,bc,,,,,,
4547,,伊利湖,usa,bc,,,,,,
4548,,蓝岭,usa,bc,,,,,,
4549,,塞班岛,usa,bc,,,,,,
4550,,安克雷奇,usa,bc,,,,,,
4551,,中途岛,usa,bc,,,,,,
4552,,丹佛,usa,ca,,,,,,
4553,,罗切斯特,usa,ca,,,,,,
4554,,巴吞鲁日,usa,ca,,,,,,
4555,,奥古斯塔,usa,ca,,,,,,
4556,,匹兹堡,usa,ca,,,,,,
4557,,苏必利尔湖,usa,ca,,,,,,
4558,,亨廷顿,usa,ca,,,,,,
4559,,里士满,usa,ca,,,,,,
4560,,圣地亚哥,usa,ca,,,,,,
4561,,底特律,usa,ca,,,,,,
4562,,普韦布洛,usa,ca,,,,,,
4563,,休斯顿,usa,ca,,,,,,
4564,,弗雷德里克,usa,ca,,,,,,
4565,,威奇塔,usa,ca,,,,,,
4566,,休伦湖,usa,ca,,,,,,
4567,,新奥尔良,usa,ca,,,,,,
4568,,孟菲斯,usa,ca,,,,,,
4569,,多佛,usa,ca,,,,,,
4570,,西雅图,usa,ca,,,,,,
4571,,迈阿密,usa,ca,,,,,,
4572,,夏洛特,usa,ca,,,,,,
4573,,圣迭戈,usa,ca,,,,,,
4574,,米苏拉,usa,ca,,,,,,
4575,,芝加哥,usa,ca,,,,,,
4576,,奥林匹亚,usa,ca,,,,,,
4577,,哥伦比亚,usa,ca,,,,,,
4578,,明尼阿波里斯,usa,ca,,,,,,
4579,,圣路易斯,usa,ca,,,,,,
4580,,查尔斯顿,usa,ca,,,,,,
4581,,巴尔的摩,usa,ca,,,,,,
4582,,萨克拉门托,usa,ca,,,,,,
4583,,盐湖城,usa,ca,,,,,,
4584,,昆西,usa,ca,,,,,,
4585,,堪萨斯城,usa,ca,,,,,,
4586,,圣保罗,usa,ca,,,,,,
4587,,彭萨科拉,usa,ca,,,,,,
4588,,海伦娜,usa,ca,,,,,,
4589,,小石城,usa,ca,,,,,,
4590,,北安普顿,usa,ca,,,,,,
4591,,剑桥,usa,ca,,,,,,
4592,,布里奇波特,usa,ca,,,,,,
4593,,凤凰城,usa,ca,,,,,,
4594,,塔尔萨,usa,ca,,,,,,
4595,,布雷默顿,usa,ca,,,,,,
4596,,霍巴克河,usa,ca,,,,,,
4597,,纽波特纽斯,usa,ca,,,,,,
4598,,托莱多,usa,ca,,,,,,
4599,,得梅因,usa,ca,,,,,,
4600,,洛杉矶,usa,ca,,,,,,
4601,,诺福克,usa,ca,,,,,,
4602,,斯克兰顿,usa,ca,,,,,,
4603,,赛勒姆,usa,ca,,,,,,
4604,,达拉斯,usa,ca,,,,,,
4605,,奥尔巴尼,usa,cl,,,,,,
4606,,阿姆斯特丹,usa,cl,,,,,,
4607,,安尼斯敦,usa,cl,,,,,,
4608,,阿斯托里亚,usa,cl,,,,,,
4609,,亚特兰大,usa,cl,,,,,,
4610,,奥古斯塔,usa,cl,,,,,,
4611,,奥斯汀,usa,cl,,,,,,
4612,,比洛克西,usa,cl,,,,,,
4613,,伯明翰,usa,cl,,,,,,
4614,,博伊西,usa,cl,,,,,,
4615,,布鲁克林,usa,cl,,,,,,
4616,,布法罗,usa,cl,,,,,,
4617,,卡博特,usa,cl,,,,,,
4618,,罗利,usa,cl,,,,,,
4619,,梅肯,usa,cl,,,,,,
4620,,查塔努加,usa,cl,,,,,,
4621,,切斯特,usa,cl,,,,,,
4622,,夏延,usa,cl,,,,,,
4623,,辛辛那提,usa,cl,,,,,,
4624,,克利夫兰,usa,cl,,,,,,
4625,,阿灵顿,usa,cl,,,,,,
4626,,康科德,usa,cl,,,,,,
4627,,代顿,usa,cl,,,,,,
4628,,麦迪逊,usa,cl,,,,,,
4629,,亨德森,usa,cl,,,,,,
4630,,达文波特,usa,cl,,,,,,
4631,,德卢斯市,usa,cl,,,,,,
4632,,法戈,usa,cl,,,,,,
4633,,弗林特,usa,cl,,,,,,
4634,,弗雷斯诺,usa,cl,,,,,,
4635,,加尔维斯顿,usa,cl,,,,,,
4636,,海伦娜,usa,cl,,,,,,
4637,,火奴鲁鲁,usa,cl,,,,,,
4638,,亨廷顿,usa,cl,,,,,,
4639,,加里,usa,cl,,,,,,
4640,,朱诺,usa,cl,,,,,,
4641,,兰利,usa,cl,,,,,,
4642,,兰辛,usa,cl,,,,,,
4643,,水牛城,usa,cl,,,,,,
4644,,路易维尔,usa,cl,,,,,,
4645,,曼彻斯特,usa,cl,,,,,,
4646,,马布尔黑德,usa,cl,,,,,,
4647,,汉普顿,usa,cl,,,,,,
4648,,拉辛,usa,cl,,,,,,
4649,,密尔沃基,usa,cl,,,,,,
4650,,卡斯珀,usa,cl,,,,,,
4651,,莫比尔,usa,cl,,,,,,
4652,,蒙特雷,usa,cl,,,,,,
4653,,蒙哥马利,usa,cl,,,,,,
4654,,蒙彼利埃,usa,cl,,,,,,
4655,,纳什维尔,usa,cl,,,,,,
4656,,纽黑文,usa,cl,,,,,,
4657,,林肯,usa,cl,,,,,,
4658,,纽瓦克,usa,cl,,,,,,
4659,,北安普敦,usa,cl,,,,,,
4660,,奥克兰,usa,cl,,,,,,
4661,,拉斯维加斯,usa,cl,,,,,,
4662,,雪城,usa,cl,,,,,,
4663,,奥马哈,usa,cl,,,,,,
4664,,帕萨迪纳,usa,cl,,,,,,
4665,,谢里登,usa,cl,,,,,,
4666,,坦帕,usa,cl,,,,,,
4667,,韦恩堡,usa,cl,,,,,,
4668,,俄克拉荷马城,usa,cl,,,,,,
4669,,普斯茅斯市,usa,cl,,,,,,
4670,,普林斯顿,usa,cl,,,,,,
4671,,普罗维登斯,usa,cl,,,,,,
4672,,阿克伦,usa,cl,,,,,,
4673,,纳罗利,usa,cl,,,,,,
4674,,里诺,usa,cl,,,,,,
4675,,吉尔伯特,usa,cl,,,,,,
4676,,罗阿诺克市,usa,cl,,,,,,
4677,,奥罗拉,usa,cl,,,,,,
4678,,圣荷西,usa,cl,,,,,,
4679,,图森,usa,cl,,,,,,
4680,,圣安东尼奥,usa,cl,,,,,,
4681,,圣胡安,usa,cl,,,,,,
4682,,圣菲,usa,cl,,,,,,
4683,,萨凡纳,usa,cl,,,,,,
4684,,斯波坎,usa,cl,,,,,,
4685,,斯普林菲尔德,usa,cl,,,,,,
4686,,圣路易斯市,usa,cl,,,,,,
4687,,圣保罗,usa,cl,,,,,,
4688,,塔科马,usa,cl,,,,,,
4689,,塔拉哈西,usa,cl,,,,,,
4690,,托皮卡,usa,cl,,,,,,
4691,,特伦顿,usa,cl,,,,,,
4692,,图森,usa,cl,,,,,,
4693,,塔斯卡卢萨,usa,cl,,,,,,
4694,,瓦列霍市,usa,cl,,,,,,
4695,,维克斯堡,usa,cl,,,,,,
4696,,温森斯,usa,cl,,,,,,
4697,,新贝的福德,usa,cl,,,,,,
4698,,威尔克斯-巴里,usa,cl,,,,,,
4699,,威尔明顿,usa,cl,,,,,,
4700,,伍斯特,usa,cl,,,,,,
4701,,扬斯敦,usa,cl,,,,,,
4702,,Albany,usa,dd,,,,,,
4703,,Aaron Ward,usa,dd,,,,,,
4704,,Abbot,usa,dd,,,,,,
4705,,Abel P. Upshur,usa,dd,,,,,,
4706,,Abner Read,usa,dd,,,,,,
4707,,Adams,usa,dd,,,,,,
4708,,Agerholm,usa,dd,,,,,,
4709,,Albert W. Grant,usa,dd,,,,,,
4710,,Alden,usa,dd,,,,,,
4711,,Alfred A. Cunningham,usa,dd,,,,,,
4712,,Allen,usa,dd,,,,,,
4713,,Allen M. Sumner,usa,dd,,,,,,
4714,,Ammen,usa,dd,,,,,,
4715,,Anderson,usa,dd,,,,,,
4716,,Anthony,usa,dd,,,,,,
4717,,Arleigh Burke,usa,dd,,,,,,
4718,,Arnold J. Isbell,usa,dd,,,,,,
4719,,Arthur W. Radford,usa,dd,,,,,,
4720,,Aulick,usa,dd,,,,,,
4721,,Ault,usa,dd,,,,,,
4722,,Aylwin,usa,dd,,,,,,
4723,,Babbitt,usa,dd,,,,,,
4724,,Bache,usa,dd,,,,,,
4725,,Badger,usa,dd,,,,,,
4726,,Bagley,usa,dd,,,,,,
4727,,Bailey,usa,dd,,,,,,
4728,,Bainbridge,usa,dd,,,,,,
4729,,Balch,usa,dd,,,,,,
4730,,Baldwin,usa,dd,,,,,,
4731,,Ballard,usa,dd,,,,,,
4732,,Bancroft,usa,dd,,,,,,
4733,,Barker,usa,dd,,,,,,
4734,,Barney,usa,dd,,,,,,
4735,,Barry,usa,dd,,,,,,
4736,,Barton,usa,dd,,,,,,
4737,,Basilone,usa,dd,,,,,,
4738,,Bausell,usa,dd,,,,,,
4739,,Beale,usa,dd,,,,,,
4740,,Bearss,usa,dd,,,,,,
4741,,Beatty,usa,dd,,,,,,
4742,,Belknap,usa,dd,,,,,,
4743,,Bell,usa,dd,,,,,,
4744,,Benfold,usa,dd,,,,,,
4745,,Benham,usa,dd,,,,,,
4746,,Benjamin Stoddert,usa,dd,,,,,,
4747,,Benner,usa,dd,,,,,,
4748,,Bennett,usa,dd,,,,,,
4749,,Bennion,usa,dd,,,,,,
4750,,Benson,usa,dd,,,,,,
4751,,Berkeley,usa,dd,,,,,,
4752,,Bernadou,usa,dd,,,,,,
4753,,Biddle,usa,dd,,,,,,
4754,,Rickets,usa,dd,,,,,,
4755,,Bigelow,usa,dd,,,,,,
4756,,Billingsley,usa,dd,,,,,,
4757,,Black,usa,dd,,,,,,
4758,,Blakeley,usa,dd,,,,,,
4759,,Blandy,usa,dd,,,,,,
4760,,Blue,usa,dd,,,,,,
4761,,Boggs,usa,dd,,,,,,
4762,,Bordelon,usa,dd,,,,,,
4763,,Borie,usa,dd,,,,,,
4764,,Boyd,usa,dd,,,,,,
4765,,Boyle,usa,dd,,,,,,
4766,,Bradford,usa,dd,,,,,,
4767,,Braine,usa,dd,,,,,,
4768,,Branch,usa,dd,,,,,,
4769,,Breck,usa,dd,,,,,,
4770,,Breckinridge,usa,dd,,,,,,
4771,,Breese,usa,dd,,,,,,
4772,,Brinkley Bass,usa,dd,,,,,,
4773,,Briscoe,usa,dd,,,,,,
4774,,Bristol,usa,dd,,,,,,
4775,,Brooks,usa,dd,,,,,,
4776,,Broome,usa,dd,,,,,,
4777,,Brown,usa,dd,,,,,,
4778,,Brownson,usa,dd,,,,,,
4779,,Bruce,usa,dd,,,,,,
4780,,Brush,usa,dd,,,,,,
4781,,Bryant,usa,dd,,,,,,
4782,,Buchanan,usa,dd,,,,,,
4783,,Buck,usa,dd,,,,,,
4784,,Bulkeley,usa,dd,,,,,,
4785,,Bullard,usa,dd,,,,,,
4786,,Bulmer,usa,dd,,,,,,
4787,,Burns,usa,dd,,,,,,
4788,,Burrows,usa,dd,,,,,,
4789,,Bush,usa,dd,,,,,,
4790,,Butler,usa,dd,,,,,,
4791,,Caldwell,usa,dd,,,,,,
4792,,California,usa,dd,,,,,,
4793,,Callaghan,usa,dd,,,,,,
4794,,Caperton,usa,dd,,,,,,
4795,,Capps,usa,dd,,,,,,
4796,,Carmick,usa,dd,,,,,,
4797,,Carney,usa,dd,,,,,,
4798,,Caron,usa,dd,,,,,,
4799,,Carpenter,usa,dd,,,,,,
4800,,Case,usa,dd,,,,,,
4801,,Cassin,usa,dd,,,,,,
4802,,Cassin Young,usa,dd,,,,,,
4803,,Chafee,usa,dd,,,,,,
4804,,Champlin,usa,dd,,,,,,
4805,,Chandler,usa,dd,,,,,,
4806,,Charles Ausburne,usa,dd,,,,,,
4807,,Charles F. Adams,usa,dd,,,,,,
4808,,Charles F. Hughes,usa,dd,,,,,,
4809,,Charles H. Roan,usa,dd,,,,,,
4810,,Charles J. Badger,usa,dd,,,,,,
4811,,Charles P. Cecil,usa,dd,,,,,,
4812,,Charles R. Ware,usa,dd,,,,,,
4813,,Charles S. Sperry,usa,dd,,,,,,
4814,,Charrette,usa,dd,,,,,,
4815,,Chase,usa,dd,,,,,,
4816,,Chauncey,usa,dd,,,,,,
4817,,Chevalier,usa,dd,,,,,,
4818,,Chew,usa,dd,,,,,,
4819,,Childs,usa,dd,,,,,,
4820,,Chung-Hoon,usa,dd,,,,,,
4821,,Clarence K. Bronson,usa,dd,,,,,,
4822,,Clark,usa,dd,,,,,,
4823,,Claxton,usa,dd,,,,,,
4824,,Clemson,usa,dd,,,,,,
4825,,Cochrane,usa,dd,,,,,,
4826,,Coghlan,usa,dd,,,,,,
4827,,Cogswell,usa,dd,,,,,,
4828,,Colahan,usa,dd,,,,,,
4829,,Cole,usa,dd,,,,,,
4830,,Colhoun,usa,dd,,,,,,
4831,,Collett,usa,dd,,,,,,
4832,,Compton,usa,dd,,,,,,
4833,,Comte de Grasse,usa,dd,,,,,,
4834,,Cone,usa,dd,,,,,,
4835,,Conner,usa,dd,,,,,,
4836,,Conolly,usa,dd,,,,,,
4837,,Converse,usa,dd,,,,,,
4838,,Conway,usa,dd,,,,,,
4839,,Cony,usa,dd,,,,,,
4840,,Conyngham,usa,dd,,,,,,
4841,,Coontz,usa,dd,,,,,,
4842,,Cooper,usa,dd,,,,,,
4843,,Corry,usa,dd,,,,,,
4844,,Cotten,usa,dd,,,,,,
4845,,Cowell,usa,dd,,,,,,
4846,,Cowie,usa,dd,,,,,,
4847,,Crane,usa,dd,,,,,,
4848,,Craven,usa,dd,,,,,,
4849,,Crosby,usa,dd,,,,,,
4850,,Crowninshield,usa,dd,,,,,,
4851,,Cummings,usa,dd,,,,,,
4852,,Curtis Wilbur,usa,dd,,,,,,
4853,,Cushing,usa,dd,,,,,,
4854,,Dahlgren,usa,dd,,,,,,
4855,,Dale,usa,dd,,,,,,
4856,,Dallas,usa,dd,,,,,,
4857,,Daly,usa,dd,,,,,,
4858,,Damato,usa,dd,,,,,,
4859,,Daniel Inouye,usa,dd,,,,,,
4860,,Dashiell,usa,dd,,,,,,
4861,,David R. Ray,usa,dd,,,,,,
4862,,David W. Taylor,usa,dd,,,,,,
4863,,Davis,usa,dd,,,,,,
4864,,Davison,usa,dd,,,,,,
4865,,De Haven,usa,dd,,,,,,
4866,,Decatur,usa,dd,,,,,,
4867,,Delbert D. Black,usa,dd,,,,,,
4868,,DeLong,usa,dd,,,,,,
4869,,Delphy,usa,dd,,,,,,
4870,,Dennis J. Buckley,usa,dd,,,,,,
4871,,Dent,usa,dd,,,,,,
4872,,Dewey,usa,dd,,,,,,
4873,,Deyo,usa,dd,,,,,,
4874,,Dickerson,usa,dd,,,,,,
4875,,Donald Cook,usa,dd,,,,,,
4876,,Doran,usa,dd,,,,,,
4877,,Dorsey,usa,dd,,,,,,
4878,,Dortch,usa,dd,,,,,,
4879,,Douglas H. Fox,usa,dd,,,,,,
4880,,Downes,usa,dd,,,,,,
4881,,Doyen,usa,dd,,,,,,
4882,,Doyle,usa,dd,,,,,,
4883,,Drayton,usa,dd,,,,,,
4884,,Drexler,usa,dd,,,,,,
4885,,Du Pont,usa,dd,,,,,,
4886,,Duncan,usa,dd,,,,,,
4887,,Dunlap,usa,dd,,,,,,
4888,,Dyer,usa,dd,,,,,,
4889,,Dyess,usa,dd,,,,,,
4890,,Dyson,usa,dd,,,,,,
4891,,Earle,usa,dd,,,,,,
4892,,Eaton,usa,dd,,,,,,
4893,,Eberle,usa,dd,,,,,,
4894,,Edison,usa,dd,,,,,,
4895,,Edsall,usa,dd,,,,,,
4896,,Edson,usa,dd,,,,,,
4897,,Edwards,usa,dd,,,,,,
4898,,Ellet,usa,dd,,,,,,
4899,,Elliot,usa,dd,,,,,,
4900,,Ellis,usa,dd,,,,,,
4901,,Ellyson,usa,dd,,,,,,
4902,,Emmons,usa,dd,,,,,,
4903,,Endicott,usa,dd,,,,,,
4904,,England,usa,dd,,,,,,
4905,,English,usa,dd,,,,,,
4906,,Epperson,usa,dd,,,,,,
4907,,Erben,usa,dd,,,,,,
4908,,Ericsson,usa,dd,,,,,,
4909,,Ernest G. Small,usa,dd,,,,,,
4910,,Eugene A. Greene,usa,dd,,,,,,
4911,,Evans,usa,dd,,,,,,
4912,,Everett F. Larson,usa,dd,,,,,,
4913,,Eversole,usa,dd,,,,,,
4914,,Fairfax,usa,dd,,,,,,
4915,,Fanning,usa,dd,,,,,,
4916,,Farenholt,usa,dd,,,,,,
4917,,Farquhar,usa,dd,,,,,,
4918,,Farragut,usa,dd,,,,,,
4919,,Fechteler,usa,dd,,,,,,
4920,,Fife,usa,dd,,,,,,
4921,,Fiske,usa,dd,,,,,,
4922,,Fitch,usa,dd,,,,,,
4923,,Fitzgerald,usa,dd,,,,,,
4924,,Fletcher,usa,dd,,,,,,
4925,,Floyd B. Parks,usa,dd,,,,,,
4926,,Flusser,usa,dd,,,,,,
4927,,Foote,usa,dd,,,,,,
4928,,Ford,usa,dd,,,,,,
4929,,Forrest,usa,dd,,,,,,
4930,,Forrest Royal,usa,dd,,,,,,
4931,,Forrest Sherman,usa,dd,,,,,,
4932,,Fox,usa,dd,,,,,,
4933,,Frank E. Evans,usa,dd,,,,,,
4934,,Frank Knox,usa,dd,,,,,,
4935,,Frankford,usa,dd,,,,,,
4936,,Franks,usa,dd,,,,,,
4937,,Frazier,usa,dd,,,,,,
4938,,Fred T. Berry,usa,dd,,,,,,
4939,,Fullam,usa,dd,,,,,,
4940,,Fuller,usa,dd,,,,,,
4941,,Furse,usa,dd,,,,,,
4942,,Gainard,usa,dd,,,,,,
4943,,Gamble,usa,dd,,,,,,
4944,,Gansevoort,usa,dd,,,,,,
4945,,Gatling,usa,dd,,,,,,
4946,,Gearing,usa,dd,,,,,,
4947,,George E. Badger,usa,dd,,,,,,
4948,,George K. MacKenzie,usa,dd,,,,,,
4949,,Gherardi,usa,dd,,,,,,
4950,,Gillespie,usa,dd,,,,,,
4951,,Gillis,usa,dd,,,,,,
4952,,Gilmer,usa,dd,,,,,,
4953,,Gleaves,usa,dd,,,,,,
4954,,Glennon,usa,dd,,,,,,
4955,,Goff,usa,dd,,,,,,
4956,,Goldsborough,usa,dd,,,,,,
4957,,Gonzalez,usa,dd,,,,,,
4958,,Goodrich,usa,dd,,,,,,
4959,,Graham,usa,dd,,,,,,
4960,,Gravely,usa,dd,,,,,,
4961,,Grayson,usa,dd,,,,,,
4962,,Greene,usa,dd,,,,,,
4963,,Greer,usa,dd,,,,,,
4964,,Gregory,usa,dd,,,,,,
4965,,Gridley,usa,dd,,,,,,
4966,,Guest,usa,dd,,,,,,
4967,,Gurke,usa,dd,,,,,,
4968,,Gwin,usa,dd,,,,,,
4969,,Gyatt,usa,dd,,,,,,
4970,,Haggard,usa,dd,,,,,,
4971,,Hailey,usa,dd,,,,,,
4972,,Hale,usa,dd,,,,,,
4973,,Halford,usa,dd,,,,,,
4974,,Hall,usa,dd,,,,,,
4975,,Halligan,usa,dd,,,,,,
4976,,Halsey,usa,dd,,,,,,
4977,,Halsey Powell,usa,dd,,,,,,
4978,,Hambleton,usa,dd,,,,,,
4979,,Hamilton,usa,dd,,,,,,
4980,,Hammann,usa,dd,,,,,,
4981,,Hamner,usa,dd,,,,,,
4982,,Hank,usa,dd,,,,,,
4983,,Hanson,usa,dd,,,,,,
4984,,Haraden,usa,dd,,,,,,
4985,,Harding,usa,dd,,,,,,
4986,,Harlan R. Dickson,usa,dd,,,,,,
4987,,Harold J. Ellison,usa,dd,,,,,,
4988,,Harrison,usa,dd,,,,,,
4989,,Harry E. Hubbard,usa,dd,,,,,,
4990,,Harry E. Yarnell,usa,dd,,,,,,
4991,,Harry F. Bauer,usa,dd,,,,,,
4992,,Harry W. Hill,usa,dd,,,,,,
4993,,Hart,usa,dd,,,,,,
4994,,Harwood,usa,dd,,,,,,
4995,,Hatfield,usa,dd,,,,,,
4996,,Hawkins,usa,dd,,,,,,
4997,,Hayler,usa,dd,,,,,,
4998,,Haynsworth,usa,dd,,,,,,
4999,,Hazelwood,usa,dd,,,,,,
5000,,Healy,usa,dd,,,,,,
5001,,Heermann,usa,dd,,,,,,
5002,,Helm,usa,dd,,,,,,
5003,,Henderson,usa,dd,,,,,,
5004,,Henley,usa,dd,,,,,,
5005,,Henry A. Wiley,usa,dd,,,,,,
5006,,Henry B. Wilson,usa,dd,,,,,,
5007,,Henry W. Tucker,usa,dd,,,,,,
5008,,Henshaw,usa,dd,,,,,,
5009,,Herbert,usa,dd,,,,,,
5010,,Herbert J. Thomas,usa,dd,,,,,,
5011,,Herndon,usa,dd,,,,,,
5012,,Hewitt,usa,dd,,,,,,
5013,,Heywood L. Edwards,usa,dd,,,,,,
5014,,Hickox,usa,dd,,,,,,
5015,,Higbee,usa,dd,,,,,,
5016,,Higgins,usa,dd,,,,,,
5017,,Hilary P. Jones,usa,dd,,,,,,
5018,,Hobby,usa,dd,,,,,,
5019,,Hobson,usa,dd,,,,,,
5020,,Hoel,usa,dd,,,,,,
5021,,Hogan,usa,dd,,,,,,
5022,,Holder,usa,dd,,,,,,
5023,,Hollister,usa,dd,,,,,,
5024,,Hopewell,usa,dd,,,,,,
5025,,Hopkins,usa,dd,,,,,,
5026,,Hopper,usa,dd,,,,,,
5027,,Horne,usa,dd,,,,,,
5028,,Hovey,usa,dd,,,,,,
5029,,Howard,usa,dd,,,,,,
5030,,Howorth,usa,dd,,,,,,
5031,,Hudson,usa,dd,,,,,,
5032,,Hugh Purvis,usa,dd,,,,,,
5033,,Hugh W. Hadley,usa,dd,,,,,,
5034,,Hughes,usa,dd,,,,,,
5035,,Hulbert,usa,dd,,,,,,
5036,,Hull,usa,dd,,,,,,
5037,,Humphreys,usa,dd,,,,,,
5038,,Hunt,usa,dd,,,,,,
5039,,Hutchins,usa,dd,,,,,,
5040,,Hyman,usa,dd,,,,,,
5041,,Ingersoll,usa,dd,,,,,,
5042,,Ingraham,usa,dd,,,,,,
5043,,Irwin,usa,dd,,,,,,
5044,,Isherwood,usa,dd,,,,,,
5045,,Israel,usa,dd,,,,,,
5046,,Izard,usa,dd,,,,,,
5047,,J. Fred Talbott,usa,dd,,,,,,
5048,,J. William Ditter,usa,dd,,,,,,
5049,,Jacob Jones,usa,dd,,,,,,
5050,,James C. Owens,usa,dd,,,,,,
5051,,James E. Kyes,usa,dd,,,,,,
5052,,James E. Williams,usa,dd,,,,,,
5053,,James K. Paulding,usa,dd,,,,,,
5054,,Jarvis,usa,dd,,,,,,
5055,,Jeffers,usa,dd,,,,,,
5056,,Jenkins,usa,dd,,,,,,
5057,,John Basilone,usa,dd,,,,,,
5058,,John A. Bole,usa,dd,,,,,,
5059,,John D. Edwards,usa,dd,,,,,,
5060,,John D. Henley,usa,dd,,,,,,
5061,,John Francis Burnes,usa,dd,,,,,,
5062,,John Hancock,usa,dd,,,,,,
5063,,John Hood,usa,dd,,,,,,
5064,,John King became DDG-3,usa,dd,,,,,,
5065,,John King,usa,dd,,,,,,
5066,,John Paul Jones,usa,dd,,,,,,
5067,,John R. Craig,usa,dd,,,,,,
5068,,John R. Pierce,usa,dd,,,,,,
5069,,John Rodgers,usa,dd,,,,,,
5070,,John S. McCain,usa,dd,,,,,,
5071,,John W. Thomason,usa,dd,,,,,,
5072,,John W. Weeks,usa,dd,,,,,,
5073,,John Young,usa,dd,,,,,,
5074,,Johnston,usa,dd,,,,,,
5075,,Jonas Ingram,usa,dd,,,,,,
5076,,Joseph P. Kennedy Jr.,usa,dd,,,,,,
5077,,Joseph Strauss,usa,dd,,,,,,
5078,,Josephus Daniels,usa,dd,,,,,,
5079,,Jouett,usa,dd,,,,,,
5080,,Kalk,usa,dd,,,,,,
5081,,Kane,usa,dd,,,,,,
5082,,Kearny,usa,dd,,,,,,
5083,,Kendrick,usa,dd,,,,,,
5084,,Kennedy,usa,dd,,,,,,
5085,,Kenneth D. Bailey,usa,dd,,,,,,
5086,,Kennison,usa,dd,,,,,,
5087,,Keppler,usa,dd,,,,,,
5088,,Kidd,usa,dd,,,,,,
5089,,Kidder,usa,dd,,,,,,
5090,,Killen,usa,dd,,,,,,
5091,,Kilty,usa,dd,,,,,,
5092,,Kimberly,usa,dd,,,,,,
5093,,King,usa,dd,,,,,,
5094,,Kinkaid,usa,dd,,,,,,
5095,,Knapp,usa,dd,,,,,,
5096,,Knight,usa,dd,,,,,,
5097,,La Vallette,usa,dd,,,,,,
5098,,Laboon,usa,dd,,,,,,
5099,,Laffey,usa,dd,,,,,,
5100,,Lamberton,usa,dd,,,,,,
5101,,Lamson,usa,dd,,,,,,
5102,,Lang,usa,dd,,,,,,
5103,,Lansdale,usa,dd,,,,,,
5104,,Lansdowne,usa,dd,,,,,,
5105,,Lardner,usa,dd,,,,,,
5106,,Lassen,usa,dd,,,,,,
5107,,Laub,usa,dd,,,,,,
5108,,Lawrence,usa,dd,,,,,,
5109,,Laws,usa,dd,,,,,,
5110,,Lea,usa,dd,,,,,,
5111,,Leahy,usa,dd,,,,,,
5112,,Leary,usa,dd,,,,,,
5113,,Leftwich,usa,dd,,,,,,
5114,,Lenah H. Sutcliffe Higbee,usa,dd,,,,,,
5115,,Leonard F. Mason,usa,dd,,,,,,
5116,,Leutze,usa,dd,,,,,,
5117,,Lewis Hancock,usa,dd,,,,,,
5118,,Lindsey,usa,dd,,,,,,
5119,,Litchfield,usa,dd,,,,,,
5120,,Little,usa,dd,,,,,,
